,Date,Crypto,Volume,Market Cap,OpenClose,HighLow
7918,2017-10-13,4,0.004415957022042808,0.024984295079962505,-10.236830439005345,16.331670292400744
7919,2017-10-12,4,0.0017623135893354324,0.021220329294348094,-0.2097747445094882,1.9324713200278438
7920,2017-10-11,4,0.0012872614064736159,0.021057644182153452,-0.7496948302463693,1.770002340630512
7921,2017-10-10,4,0.0014522065577662726,0.01927224736752477,-0.756655207436495,4.427756773324589
7922,2017-10-09,4,0.0019367509950124718,0.019179717306125103,3.791290270510615,7.331398546643825
7923,2017-10-08,4,0.0013686309359543809,0.019423500192723347,0.7942077833233157,1.4654436703680034
7924,2017-10-07,4,0.0009422109603970057,0.020781403281406343,-0.7173971405929933,2.6739892175061897
7925,2017-10-06,4,0.0007688849791378108,0.023005004994061305,-4.353057592447328,4.709982228395333
7926,2017-10-05,4,0.0009591194315776179,0.021532778460131727,-1.0444010467837614,3.1854967754423313
7927,2017-10-04,4,0.0011893358666412068,0.022583329207354556,0.03280563122321212,2.921680935899701
7928,2017-10-03,4,0.000448324943196458,0.022825900346103326,1.7164526096507444,4.157106964095476
7929,2017-10-02,4,0.001678839495950538,0.02310202399356365,1.683162760789486,2.8304555860784575
7930,2017-10-01,4,0.0013597349087370206,0.024072197520480298,-0.2613006447273136,2.7560363441956497
8717,2021-02-28,5,1.7567640326435969e-09,8.510390365015732e-13,4.350412237114938,11.52868187365344
8718,2021-02-27,5,1.0731949998960718e-09,8.868887244177762e-13,-0.9697965383428198,7.159293188799396
8719,2021-02-26,5,2.121701019577742e-09,9.119224960507722e-13,5.123509483237143,11.533107234102815
8720,2021-02-25,5,2.4882036920899267e-09,9.752041686585627e-13,1.388235822515199,16.310484830941775
8721,2021-02-24,5,1.7342202800899983e-09,9.392999999708967e-13,-2.43233482393056,11.412075828085946
8722,2021-02-23,5,3.5428091188209768e-09,8.862703595802019e-13,17.627098468938755,30.48820873364417
8723,2021-02-22,5,3.986070310135459e-09,1.0159046859391563e-12,9.186162286408603,24.493363844792015
8724,2021-02-21,5,1.1998435961309692e-09,1.0310617432515252e-12,0.12685903291344403,5.504588129134632
8725,2021-02-20,5,6.62615487422035e-10,1.0256138959490792e-12,3.96934590042963,13.531963822942956
8726,2021-02-19,5,1.0604142969913263e-09,1.0523033996459855e-12,-4.1308448038374905,9.14410285454936
8727,2021-02-18,5,2.3874398317862924e-09,9.875083254884727e-13,4.442952684276719,7.492890180423672
8728,2021-02-17,5,7.972872762672573e-10,8.785480453790426e-13,-11.142383295791376,16.025325353789597
8729,2021-02-16,5,3.4783789287044093e-10,7.023930831988377e-13,-1.3945325164823146,9.814205087853509
8730,2021-02-15,5,1.6138072373661191e-09,6.619910712941625e-13,3.199122677457538,14.322864955410026
8731,2021-02-14,5,1.005552514973409e-09,7.078597424600252e-13,5.528882356084125,9.092490769258688
8732,2021-02-13,5,8.628560844030055e-10,7.423438914988371e-13,-12.815976256360713,18.38320515238523
8733,2021-02-12,5,9.796099397784575e-10,6.915047113720907e-13,-6.512422379511833,11.954361847333033
8734,2021-02-11,5,5.875949381963821e-10,6.577642618075445e-13,-1.318870000183864,9.034228505376475
8735,2021-02-10,5,1.6368109558263818e-09,6.389078951148906e-13,-0.10261497154500887,12.729664664919099
8736,2021-02-09,5,9.199118722917811e-10,5.987314172165346e-13,-8.18192893683451,11.510666544431842
8737,2021-02-08,5,9.129863359827764e-10,5.49631889136747e-13,-9.634989388205668,13.599002664257483
8738,2021-02-07,5,9.002047426596832e-10,5.056340584340618e-13,2.9968587970679437,7.87169331766458
8739,2021-02-06,5,7.128148111779877e-10,5.398428072927335e-13,-0.5527178459727367,8.582770243408945
8740,2021-02-05,5,4.198993701099566e-10,5.784986671976142e-13,-6.26505414082979,8.465407138487606
8741,2021-02-04,5,1.0751895738575612e-09,5.137241041667174e-13,7.239698053239934,11.00641910246054
8742,2021-02-03,5,1.3882935723793308e-09,5.324031620070116e-13,-8.441060003114913,9.653773768559489
8743,2021-02-02,5,1.501854353367446e-09,5.02164493071264e-13,-7.405995539152514,10.291546642732769
8744,2021-02-01,5,1.5526891431325194e-09,4.697082520345093e-13,-1.8016685497561724,7.740191601712937
8745,2021-01-31,5,2.4994743341106354e-10,4.128325161165162e-13,2.969201228758493,6.693472920957873
8746,2021-01-30,5,1.0472200984602641e-09,4.257074809836764e-13,1.1988294579071237,5.419657503303796
8747,2021-01-29,5,9.618452469780134e-10,4.00547001049292e-13,2.3745535534966535,9.682582788888851
8748,2021-01-28,5,3.8710869367809093e-10,3.8047484149448533e-13,-7.900158059795643,11.729154976807138
8749,2021-01-27,5,1.5095881960081539e-10,3.2727287541361916e-13,9.599048749271958,13.532677266453291
8750,2021-01-26,5,2.430917078538461e-10,3.4045151115820257e-13,1.9870490873312008,8.283425101578644
8751,2021-01-25,5,5.609640112798534e-10,3.3814315669228855e-13,2.9059610930345343,7.401172893156598
8752,2021-01-24,5,5.177290659411737e-10,3.483198253013733e-13,-2.6425498685182305,6.078303829706911
8753,2021-01-23,5,2.9643170373719234e-10,3.6483067115776656e-13,-0.40166193308446907,5.349578695735886
8754,2021-01-22,5,6.303258113933026e-10,3.5350452141499094e-13,-5.243349799374727,14.046916892391664
8755,2021-01-21,5,1.9540551847459078e-10,3.07144071119777e-13,15.223280521236958,18.78246207686138
8756,2021-01-20,5,3.6307757925551783e-10,3.7001943450876885e-13,2.2841567245461363,12.25499047637642
